bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,price
4,3.75,4410,9231,3,0,3,3,11,4410,0,2001,0,98118,1.44E+06
4,1.75,1650,8560,1,0,0,3,8,1650,0,1970,0,98052,525000
3,1.5,1370,11400,2,0,0,3,7,1370,0,1980,0,98045,280000
3,2.5,1770,8640,1,0,0,3,7,1420,350,1986,0,98001,270000
3,2.25,1410,1332,3,0,0,3,8,1410,0,2005,0,98103,406100
2,1.75,1710,4187,1,0,0,3,7,1710,0,1987,0,98055,332544
2,1,790,8250,1,0,0,3,6,790,0,1947,0,98188,110000
6,2.25,2770,5854,1.5,0,0,3,8,2120,650,1921,0,98112,685000
4,1,1260,8505,1.5,0,0,5,7,1260,0,1951,0,98177,461000
3,2.25,2300,8067,1,0,0,4,8,1300,1000,1979,0,98034,615000
2,1,1070,3000,1,0,0,4,7,870,200,1926,0,98103,550000
4,3.5,3850,8100,2,0,1,3,11,2430,1420,1995,0,98033,1.06E+06
3,2.5,2320,219978,2,0,0,4,8,2320,0,1993,0,98053,685000
5,2.5,2870,16238,2,0,0,4,8,2870,0,1962,0,98039,1.56E+06
4,2.5,1830,5175,2,0,0,3,7,1830,0,2003,0,98038,312000
3,1.75,1990,9594,1,0,0,3,8,1190,800,1977,0,98052,507500
3,1,1110,9827,1,0,0,3,7,1110,0,1966,0,98198,217000
3,2.25,1830,13477,1,0,3,4,7,1170,660,1981,0,98034,439000
6,3.5,3600,6875,2,0,0,3,8,2740,860,2004,0,98065,620000
4,2.5,3210,8532,2,0,0,3,10,3210,0,1998,0,98007,915000
4,2,1490,5300,1,0,0,3,7,1110,380,1977,0,98144,425000
2,1,990,5643,1,0,0,3,7,870,120,1947,0,98115,435000
3,2.25,1646,12414,2,0,0,3,7,1646,0,1996,0,98038,305000
2,1,720,4000,1,0,0,3,6,720,0,1918,0,98106,276000
3,2.25,2310,7200,2,0,0,3,8,2310,0,1990,0,98031,327500
3,2.5,2670,10481,2,0,0,3,9,2670,0,2003,0,98033,810000
3,3.25,3060,9055,2,0,0,3,10,2460,600,1994,0,98052,715000
3,1.5,1380,11760,1,0,0,4,7,1380,0,1963,0,98055,272000
2,1,700,5559,1,0,0,5,6,700,0,1949,0,98155,266000
3,1.5,1710,8364,2,0,2,3,7,1710,0,1944,0,98136,543000
3,2.5,1450,8064,1,0,0,3,8,1450,0,1984,0,98074,400000
5,2.25,2060,9000,1,0,0,4,7,1320,740,1961,0,98007,509500
3,3.5,2380,6250,2,0,3,3,8,1670,710,1997,0,98118,495000
4,2.5,2760,5564,2,0,0,3,7,2760,0,2001,0,98056,424950
3,1,940,10875,1,0,0,3,7,940,0,1957,0,98056,230000
4,1.5,1760,6150,1.5,0,0,3,7,1760,0,1951,0,98031,235000
3,2,1360,8752,1,0,2,4,6,1360,0,1942,0,98033,763000
3,1.75,2010,6150,2,0,0,5,7,2010,0,1939,0,98178,350000
3,1.5,2160,2260,2,0,2,5,8,1620,540,1917,0,98119,900000
3,1,930,6060,1,0,0,4,6,930,0,1973,0,98118,250000
3,2.5,1020,2040,2,0,0,3,7,720,300,2004,0,98106,225000
2,2,1360,5433,1,0,0,3,8,1360,0,1974,2003,98198,255000
4,1.75,1720,7200,1,0,0,3,7,1220,500,1974,0,98023,161700
3,3,1790,13350,1,0,0,3,7,1190,600,1988,0,98178,336000
3,1,1150,6800,1,0,0,3,7,1150,0,1954,0,98133,410500
4,3.5,2710,14016,2,0,0,4,8,2710,0,1968,0,98155,502700
3,2.5,2400,9601,1,0,0,5,7,1390,1010,1977,0,98034,505000
3,1,1660,7650,1.5,0,0,3,7,1350,310,1910,0,98118,250000
3,1,1660,7650,1.5,0,0,3,7,1350,310,1910,0,98118,570000
4,2.5,2290,8796,2,0,0,3,8,2290,0,1994,0,98198,349900
3,2.5,2870,25663,2,0,0,3,10,2870,0,1988,0,98003,465000
4,3.25,4240,25639,2,0,3,3,10,3550,690,1989,0,98023,625000
3,1.75,1800,5102,1,0,0,3,7,1170,630,1952,0,98199,655000
4,1.75,2960,11347,1,0,0,4,8,1570,1390,1946,0,98166,469000
3,2.25,1980,7200,1,0,0,3,8,1300,680,1964,0,98177,355000
3,2.5,1730,2631,2,0,0,3,8,1730,0,2001,0,98005,596000
4,2.5,3020,36893,2,0,0,3,9,3020,0,1986,2007,98077,790000
4,2.25,4470,86225,2,0,0,3,10,4470,0,1991,0,98053,885000
4,3.25,2830,4000,2,0,0,3,9,1910,920,1912,2012,98144,1.03E+06
4,1.75,2120,5400,1,0,0,4,8,1060,1060,1941,0,98199,710000
3,2.5,2150,9266,2,0,0,3,8,2150,0,1988,0,98028,428040
5,2.25,3510,13843,1,0,2,3,8,1850,1660,1959,0,98040,1.37E+06
2,1,970,3400,1,0,0,3,7,970,0,1924,0,98109,546000
4,1,1360,5766,1.5,0,0,5,7,1360,0,1951,0,98115,540000
3,2.5,1470,3000,1,0,0,3,7,930,540,1985,0,98115,435000
4,2.25,3040,10283,1,0,0,4,8,1430,1610,1984,0,98074,540000
2,1,860,7204,1,0,0,3,7,860,0,1918,0,98106,284000
2,1,820,5700,1,0,0,5,5,820,0,1942,0,98056,208000
3,1.75,1900,7076,1,0,0,3,7,1130,770,1977,0,98155,315000
2,1,1330,5510,1,0,0,3,6,850,480,1910,0,98117,417500
3,1.75,1240,38095,1,0,0,3,7,1240,0,1978,0,98053,345000
3,2.5,1330,1064,3,0,0,3,8,1330,0,2004,0,98117,375000
3,1.75,1880,12821,1,0,0,3,7,1880,0,1959,0,98155,389800
3,1.75,1890,7560,1,0,0,3,8,1430,460,1973,0,98034,475000
4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,0,98053,569000
5,4.25,4650,108464,2,0,0,3,10,3260,1390,1999,0,98024,985000
3,2.5,1830,8022,2,0,0,3,8,1830,0,1987,0,98074,532000
2,1,720,5000,1,0,0,5,6,720,0,1951,0,98126,280000
4,2,1960,50112,1,0,0,4,7,1050,910,1963,0,98058,435000
3,1,1220,71191,1,0,0,3,6,1220,0,1952,0,98023,223000
2,1,1800,119790,1,0,0,4,7,1200,600,1947,1977,98027,390000
3,1.75,1340,12800,1,0,0,3,7,880,460,1981,0,98058,315000
3,3,1740,3700,1,0,0,3,7,1740,0,1982,0,98122,612000
3,1.75,1680,2400,1,0,0,5,7,870,810,1922,0,98122,591000
4,2.25,3220,8436,2,0,0,3,8,3220,0,1968,0,98008,800000
3,2,1610,8400,1,0,0,3,8,1610,0,1990,0,98022,225000
2,3,3160,66646,2,0,0,3,7,3160,0,1993,0,98077,589900
4,2.5,2520,13156,1,0,0,3,8,1520,1000,1979,0,98052,565000
3,1.5,2120,8448,1,0,0,3,7,1060,1060,1940,0,98199,650000
3,2.5,2090,8505,2,0,0,3,8,2090,0,1951,1977,98177,499000
3,1,1330,20562,1.5,0,0,3,5,1330,0,1959,0,98045,280000
3,2.5,2420,7500,1,0,2,4,8,1210,1210,1944,0,98117,649950
3,1.75,1510,6360,1,0,0,4,7,1510,0,1954,0,98133,420000
4,2.5,2120,5293,2,0,0,3,7,2120,0,2003,0,98031,319990
3,2,1850,16535,1,0,0,3,7,1850,0,1992,0,98014,265000
3,1.75,2300,16474,1,0,0,3,7,1220,1080,1984,0,98072,482000
3,2.25,2600,14810,1,0,2,4,8,1490,1110,1956,0,98166,452000
4,4.25,5180,13077,2,0,3,3,12,4280,900,1998,0,98006,1.49E+06
2,1,1810,8527,1.5,0,0,4,7,1810,0,1943,0,98133,375000
5,3,2190,4900,2,0,0,5,7,1490,700,1940,0,98117,588000
4,2.5,2500,10215,2,0,0,3,9,2500,0,1998,0,98075,635000
4,2.5,1890,6962,2,0,0,3,8,1890,0,1997,0,98092,280500
2,1.75,2040,8600,1,0,0,4,6,1430,610,1985,0,98003,210500
3,2,1310,7000,1,0,0,4,7,1310,0,1979,0,98023,196500
5,3.5,4010,8510,2,0,1,5,9,2850,1160,1971,0,98105,1.40E+06
3,1.75,1780,8033,1,0,0,2,7,1210,570,1977,0,98034,475000
3,2.5,1980,9061,2,0,0,4,8,1980,0,1987,0,98074,550000
3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,0,98033,1.58E+06
3,1.75,1540,6687,1,0,0,3,7,1200,340,1991,0,98022,240000
3,1,1130,8100,1.5,0,0,3,6,1130,0,1934,0,98168,272000
3,2.75,2480,209199,1.5,0,0,3,8,1870,610,2000,0,98010,408506
3,2.5,2580,7500,2,0,0,3,9,2580,0,1991,0,98116,640000
4,2.5,2010,7226,2,0,0,3,8,2010,0,1995,0,98092,316000
4,2,2320,12000,1,0,0,3,7,1720,600,1943,2014,98108,299000
2,2.25,1180,2090,2,0,0,3,7,1180,0,2004,0,98122,447500
4,2.5,3180,21904,2,0,3,3,9,3180,0,2000,0,98059,736500
4,2,2970,52567,2,0,0,3,8,2970,0,1924,1985,98072,665000
5,2.5,3050,13212,1,0,0,4,8,1590,1460,1975,0,98006,707000
4,1.75,1630,8000,1,0,0,3,7,1630,0,1959,0,98031,215000
3,2.25,1620,6415,2,0,0,4,7,1620,0,1989,0,98038,275000
4,2.25,2170,8240,2,0,1,4,8,2170,0,1983,0,98006,648000
4,2.5,2150,8173,2,0,0,3,8,2150,0,1987,0,98059,415000
3,2,1770,1800,3,0,0,3,8,1770,0,1999,0,98122,690000
4,2.75,2110,13260,1,0,0,4,7,1290,820,1979,0,98058,320000
3,1.75,1590,8285,1,0,0,4,8,1590,0,1956,0,98004,750000
3,2.25,1370,1524,3,0,0,3,8,1370,0,2005,0,98103,355000
3,1.75,1390,7399,1,0,0,4,7,1390,0,1975,0,98031,246000
3,1.75,1640,10464,1,0,2,4,8,1640,0,1968,0,98004,1.16E+06
3,2.5,2670,12187,2,0,0,3,8,2670,0,1986,0,98052,744000
3,3.75,5400,24740,2,0,0,3,11,5400,0,1997,0,98053,1.21E+06
3,2,1690,6750,1,0,0,3,7,1210,480,1977,0,98023,217000
3,2.5,2600,5100,2,0,1,3,8,2600,0,1998,0,98056,583000
2,1.5,1400,5000,1,0,0,4,7,1150,250,1904,0,98107,515000
4,1.75,2140,8000,1,0,0,4,8,1410,730,1965,0,98007,594000
3,1.5,1640,5650,1,0,0,3,8,1640,0,1952,0,98178,303100
3,1.75,1720,15225,1,0,0,4,7,1020,700,1970,0,98075,430000
5,3.25,3060,11778,2,0,0,3,8,3060,0,2004,0,98034,708000
3,1,1150,7260,1,0,0,3,7,1150,0,1959,0,98133,221000
3,2.5,2000,7205,2,0,0,3,8,2000,0,1998,0,98003,325000
0,0,4810,28008,2,0,0,3,12,4810,0,1990,0,98053,1.30E+06
3,1.75,1560,5950,1,0,0,4,6,780,780,1944,0,98125,385000
3,2.5,2070,4689,2,0,0,3,8,2070,0,2013,0,98038,359500
3,2,1920,7200,1,0,0,3,7,1300,620,1984,0,98028,433000
2,1,1000,4950,1,0,0,3,7,800,200,1948,0,98116,525000
3,2,1690,10062,1,0,2,5,7,940,750,1928,0,98178,356200
4,2,3090,87120,1,0,0,4,7,1590,1500,1974,0,98072,595000
4,1.5,1790,3420,1,0,0,4,7,1020,770,1923,0,98103,560000
4,3,4750,21701,1.5,0,0,5,11,4750,0,1976,0,98004,2.18E+06
4,2,2090,4000,1,0,0,3,7,1480,610,1951,0,98107,513000
2,1,680,2550,1,0,0,4,5,680,0,1901,0,98117,365000
4,1.75,2100,11942,1,0,0,3,7,1030,1070,1964,0,98106,368000
4,2.75,2840,4000,1.5,0,0,5,8,1960,880,1912,0,98144,870000
3,2.25,1470,6808,1,0,0,3,7,1160,310,1984,0,98023,225000
4,4.5,4490,24767,2,0,2,3,11,3800,690,1998,0,98006,1.39E+06
3,1.75,1150,8079,1,0,0,4,7,1150,0,1983,0,98030,177000
3,1.5,1460,9879,1,0,0,3,7,1460,0,1956,0,98008,465000
4,2.75,3150,6343,1,0,3,3,8,1810,1340,1976,0,98126,750000
3,1,1090,2800,1,0,0,3,6,1090,0,1969,0,98092,149000
3,2.5,2670,47480,2,0,3,3,9,2670,0,1981,0,98072,605000
3,2,2110,5800,1.5,0,0,4,7,1990,120,1927,0,98103,725000
4,2.25,1770,5236,2,0,0,3,7,1770,0,2007,0,98056,413900
3,1.5,1510,6600,1,0,0,3,6,1510,0,1938,0,98168,199950
1,1,530,13679,1,0,0,4,6,530,0,1949,0,98053,400000
3,1.5,2420,5000,2,0,0,4,8,2200,220,1925,0,98103,870000
5,2.5,2490,7666,1,0,0,4,7,1490,1000,1989,0,98031,292000
3,1,990,8012,1,0,0,4,7,990,0,1966,0,98058,225000
4,2,1730,9139,2,0,0,3,8,1730,0,1957,0,98125,466750
2,1.5,1440,11954,1,0,0,4,8,1440,0,1978,0,98002,330000
7,2.25,3260,8145,2,0,0,5,8,3260,0,1967,0,98008,770000
4,2.25,1950,7000,1,0,1,3,8,1450,500,1957,0,98118,802500
5,2.5,2740,5400,2,0,0,3,8,2740,0,2005,0,98031,378800
3,2.75,2940,12487,2,0,0,3,10,2940,0,1997,0,98075,795000
3,2,1200,7320,1,0,0,3,7,1200,0,1955,0,98115,460000
3,2.5,2070,10908,2,0,0,3,8,2070,0,1986,0,98029,567000
3,1.75,1570,15570,1,0,0,3,7,1570,0,1981,0,98023,209950
2,1,1050,60113,1,0,0,4,7,1050,0,1943,0,98001,415000
4,1.5,1830,6985,1,0,0,3,7,1080,750,1967,0,98028,424500
2,1,970,12500,1,0,0,3,6,970,0,1941,0,98168,261000
3,2.5,2200,9696,2,0,0,3,8,2200,0,1987,0,98031,365000
4,2,1930,3240,1.5,0,0,4,7,1930,0,1911,0,98122,631000
5,5.5,7050,42840,1,0,2,4,13,4320,2730,1978,0,98004,3.80E+06
3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,0,98117,584000
3,1.75,1560,82328,1,0,0,3,7,1560,0,1974,0,98070,310000
4,2.5,2780,7985,2,0,0,4,10,2780,0,1992,0,98029,717000
3,1.5,1720,8100,2,0,0,3,8,1720,0,1907,0,98107,667000
3,1,1640,8100,1,0,0,3,6,1040,600,1939,0,98146,190000
3,2,1730,9000,1,0,0,3,8,1370,360,1978,0,98027,430000
2,1,740,7380,1,0,0,4,6,740,0,1951,0,98188,213000
3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,475000
2,2.75,2090,23962,2,0,3,4,8,2090,0,1988,0,98070,649000
3,2.5,2550,13458,2,0,0,3,9,2550,0,1990,0,98006,715000
4,3.5,3350,19487,1,0,0,3,11,2460,890,1992,0,98075,845000
3,2.5,2770,8820,1,0,0,3,7,1900,870,1980,2004,98038,390000
4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,390000
4,1.75,1990,7194,1,0,0,4,8,1400,590,1978,0,98058,328000
3,2.75,1740,8436,1,0,0,3,7,1140,600,1967,0,98003,239999
3,2,1460,7740,1,0,0,3,7,1460,0,1968,0,98003,225000
3,1.75,3670,11884,1,0,2,4,9,1950,1720,1979,0,98006,920000
4,2.75,3270,9231,2,0,0,3,10,3270,0,1995,0,98052,940000
3,1,1210,4872,1,0,0,4,6,1210,0,1949,0,98118,465000
3,2,1770,7000,1,0,0,3,7,1770,0,1986,0,98001,241000
4,2.5,1980,5909,2,0,0,3,8,1980,0,2003,0,98031,307550
4,2.5,2650,9627,1,0,3,4,8,1610,1040,1976,0,98028,490000
4,2.5,3040,6887,2,0,0,3,8,3040,0,1999,0,98074,647000
4,2.75,3640,231739,1.5,0,0,3,10,3640,0,1999,0,98027,780000
3,2.5,1810,4332,2,0,0,3,8,1810,0,1992,0,98029,517500
3,2,1380,8682,1,0,0,4,7,1380,0,1966,0,98148,295000
4,1.5,1810,3400,2,0,0,3,8,1810,0,1926,0,98112,560000
5,2,2250,5472,1.5,0,0,5,7,1750,500,1930,0,98002,319450
4,3.25,3860,7199,2,0,1,3,9,2870,990,2005,0,98115,1.50E+06
4,3,2380,20277,1,0,0,3,8,1500,880,1999,0,98023,340000
3,1,1370,11658,1,0,0,4,6,1370,0,1958,0,98058,249950
3,1,1830,3000,1.5,0,0,3,7,1430,400,1926,0,98103,499950
4,1.75,1440,13296,1,0,0,4,8,1440,0,1967,0,98004,1.04E+06
4,2.5,2510,17200,1,0,2,4,9,1540,970,1977,0,98052,750000
4,2.5,3230,256132,2,0,0,3,9,3230,0,2006,0,98053,875000
3,1.75,1670,7210,1,0,0,5,8,1670,0,1967,0,98008,678000
2,1,780,4200,1,0,0,3,6,780,0,1920,0,98118,360000
3,1,1720,16552,1,0,0,4,7,1720,0,1971,0,98059,354900
5,2.5,2260,10087,1,0,0,3,8,1520,740,1967,0,98008,632000
3,1.75,1480,9375,1,0,0,4,7,1480,0,1957,0,98146,350000
3,4,2550,3900,2,0,2,3,8,2050,500,1940,2003,98199,990000
4,3.25,3920,881654,3,0,3,3,11,3920,0,2002,0,98024,1.65E+06
4,2.5,2286,8269,2,0,0,3,8,2286,0,2002,0,98056,481000
3,2.5,1500,5412,1,0,0,5,7,900,600,1920,0,98136,485000
3,2.5,1740,4960,2,0,0,3,8,1740,0,1992,0,98029,477000
5,2.5,2880,9000,1,0,0,5,8,1440,1440,1966,0,98006,560000
6,3,2600,9350,1,0,0,4,8,1340,1260,1963,0,98008,600000
5,2.75,3320,23760,2,0,0,4,8,2190,1130,1975,0,98072,622500
2,2.25,1660,2128,2,0,0,4,8,1660,0,1974,0,98028,410000
3,2.5,1990,3644,2,0,0,3,7,1990,0,2010,0,98038,318200
3,2,1680,8424,1,0,0,3,7,1680,0,1993,0,98022,289000
3,1.75,1570,7775,2,0,0,3,7,1570,0,1982,0,98031,263000
3,1,1150,4825,1,0,0,4,6,1150,0,1957,0,98027,240000
3,1,1270,7500,1,0,0,3,7,1270,0,1953,0,98146,281500
3,3.5,1890,1710,2,0,0,3,8,1640,250,1999,0,98103,587206
2,2.25,1350,1248,2,0,0,3,7,1180,170,2000,0,98102,482000
3,1.75,1650,9500,1,0,0,3,8,1650,0,1967,0,98052,485000
3,2.5,1450,11480,2,0,0,3,7,1450,0,1990,0,98014,309000
3,2.25,1640,7350,1,0,0,3,7,1140,500,1984,0,98003,221000
3,2.5,2030,8398,2,0,0,4,9,2030,0,1975,0,98008,700000
5,3,2420,7740,1,0,0,5,7,1360,1060,1929,1969,98106,411500
4,3.5,2770,10505,2,0,0,3,8,2770,0,1940,2015,98133,285000
4,3,1980,7931,1,0,0,4,7,1160,820,1983,0,98133,395000
2,1.75,1460,7926,1,0,0,4,7,1460,0,1987,0,98042,237950
3,2.5,1610,8064,1,0,2,4,7,1160,450,1981,0,98033,680000
2,1,1010,10057,1,0,0,3,6,1010,0,1961,0,98023,199950
4,3.5,2760,4000,2,0,2,3,8,2000,760,1926,2014,98126,765000
2,1,1060,4960,1,0,0,3,7,1060,0,1926,0,98103,515000
3,1.5,1510,8000,1,0,0,4,7,1510,0,1956,0,98007,470000
2,1,880,4000,1,0,0,3,6,780,100,1937,0,98117,330000
3,2.5,2150,9375,1,0,0,3,8,1550,600,1968,0,98188,284000
3,2.5,1660,8125,1,0,0,3,7,1150,510,1999,0,98148,295000
4,2.5,2160,10987,1,0,0,4,8,1440,720,1981,2003,98074,555000
3,1,1370,8162,1.5,0,0,3,6,1370,0,1949,0,98125,350000
3,2.25,1460,5818,1,0,0,3,7,1140,320,1986,0,98023,240000
3,1.5,1450,7000,1,0,0,3,7,1450,0,1955,0,98007,419900
3,2,1560,6300,1,0,0,3,7,1560,0,1924,0,98126,528000
4,2.5,2480,9869,1,0,0,4,8,1240,1240,1963,0,98028,481000
2,1,740,5995,1,0,0,4,7,740,0,1949,0,98133,304700
4,2.5,2927,12171,2,0,0,3,10,2927,0,1998,0,98075,715000
4,2.75,2260,12005,1,0,0,4,8,2260,0,1956,1989,98005,738950
3,1.5,1240,9405,1,0,0,4,7,1240,0,1966,0,98042,215000
6,2,2040,10812,1,0,0,4,5,2040,0,1943,0,98056,300000
3,1.75,1270,8100,1,0,0,3,6,880,390,1950,0,98146,346000
4,3.5,4370,37193,2,0,3,3,8,2780,1590,1996,0,98022,473000
3,1.75,1700,6120,1,0,0,3,7,1700,0,1952,0,98116,500000
2,1.5,1300,7632,1,0,2,3,7,1300,0,1943,0,98122,750000
4,2,1820,9350,1,0,0,4,8,1820,0,1967,0,98052,519900
2,1,880,6171,1,0,0,4,7,880,0,1949,0,98125,378500
3,1.75,1870,12381,1,0,0,4,8,1870,0,1957,0,98003,314500
3,1.5,1350,9315,1,0,0,3,7,1350,0,1968,0,98052,499950
5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,1.74E+06
3,2.5,2460,38794,2,0,0,3,9,2460,0,1999,0,98077,630000
4,1.5,1720,6417,1,0,0,3,7,1720,0,1953,0,98125,360000
2,1.5,2730,19877,1,0,0,4,8,1570,1160,1976,0,98019,460000
3,1,1100,4046,1.5,0,4,4,6,1100,0,1922,0,98198,361000
3,2.25,1810,9845,1,0,0,4,8,1810,0,1959,1991,98040,713400
2,1,930,3150,1,0,0,5,6,930,0,1918,0,98115,445000
4,1.5,1590,131551,1,0,3,4,7,1590,0,1966,0,98022,305000
3,2.75,2710,9204,1.5,0,4,3,9,1480,1230,1975,0,98177,1.43E+06
3,1,1460,8400,1,0,0,4,6,1460,0,1962,0,98023,222000
5,3.25,3400,4499,2,0,0,3,8,2740,660,2005,0,98065,510000
5,3,2920,11440,2,0,0,3,8,2920,0,2003,0,98133,500000
2,1,910,3600,1,0,0,4,7,910,0,1909,0,98119,605000
3,2,1320,10720,2,0,0,3,8,1320,0,1981,0,98074,393000
4,2.5,2490,5170,2,0,0,4,9,2490,0,2000,0,98052,725000
3,1.75,2220,11646,1,0,0,3,7,1270,950,1950,0,98028,320000
4,1.5,1130,7840,1,0,0,4,7,1130,0,1970,0,98023,210000
4,2.5,2750,5767,2,0,0,3,9,2750,0,2005,0,98038,419900
4,2.5,2240,4447,2,0,0,3,7,2240,0,2006,0,98059,410000
3,2.25,2680,10440,1,0,1,3,8,1540,1140,1963,0,98116,721000
2,2,1270,5500,1.5,0,0,4,8,1270,0,1921,0,98122,605000
3,1.75,1520,5500,1.5,0,0,5,7,1520,0,1936,0,98116,738000
6,3,2480,12000,2,0,0,3,8,2480,0,1972,0,98007,725000
2,1,960,20954,1,0,0,3,7,960,0,1977,0,98045,255000
3,2.25,1340,873,3,0,0,3,8,1340,0,2009,0,98133,303000
3,2.5,1090,7700,1,0,0,4,7,1090,0,1957,0,98008,394950
4,3,2240,5580,2,0,0,5,7,1830,410,1949,0,98118,530000
4,2.5,3740,8700,1,0,0,3,10,2260,1480,2004,0,98058,475000
4,2.5,1800,8100,2,0,0,3,7,1800,0,1998,0,98038,250000
3,1,780,3540,1,0,0,2,6,780,0,1920,0,98118,180000
2,1,1330,4140,1,0,0,4,7,930,400,1919,1940,98115,443500
4,2,1900,76877,1,0,0,3,8,1900,0,2004,0,98042,390000
4,1.75,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,430000
5,4.5,3100,7260,2,0,0,3,8,3100,0,1963,2000,98059,460000
3,3.5,2740,3785,2,0,0,3,9,2190,550,2001,0,98034,660000
3,1.75,1570,10939,1,0,0,3,8,1200,370,1974,0,98052,515000
3,2,1330,6490,1,0,0,4,7,1330,0,1954,0,98125,482500
2,1.5,1140,2980,2,0,0,3,7,1140,0,1988,0,98029,305000
4,2.75,1550,4000,1.5,0,0,3,9,1550,0,1930,0,98105,835000
3,2,1290,7952,1,0,0,3,7,1290,0,1998,0,98030,237000
2,1.5,1510,2001,2,0,0,4,8,1510,0,1985,0,98007,445000
4,2.5,2720,8000,1,0,0,4,7,1360,1360,1955,0,98136,710000
3,1,840,5700,1,0,0,4,5,840,0,1945,0,98038,180000
3,2.5,1850,8770,2,0,0,3,8,1850,0,1996,0,98022,280017
4,2.5,2290,11173,2,0,0,4,8,2290,0,1988,0,98058,436500
4,2.5,3200,7535,2,0,0,3,9,3200,0,2006,0,98105,1.26E+06
3,2.25,1800,9800,1,0,0,4,7,1300,500,1959,0,98028,420000
3,1,860,7467,1,0,0,3,6,860,0,1944,0,98178,205000
3,1.5,1980,10203,1,0,0,4,7,1680,300,1946,0,98010,570000
4,1.75,2140,7102,1,0,0,4,7,1070,1070,1948,0,98177,565000
2,2.5,2410,7500,1,0,0,3,7,1550,860,1978,0,98023,287000
4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,260000
4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,470000
3,2.5,2410,9916,2,0,0,4,10,2410,0,1989,0,98052,700000
3,1.75,1520,7500,1,0,0,3,8,1520,0,1985,0,98092,249000
3,1.75,2050,3520,1,0,0,4,7,1070,980,1977,0,98136,568000
4,1,1720,4011,1.5,0,0,4,7,1720,0,1904,0,98107,500000
5,2.5,2390,8775,1,0,0,4,7,1270,1120,1980,0,98058,358000
3,2.5,1680,6755,2,0,0,3,8,1680,0,1994,0,98092,225000
3,1,1060,7246,1,0,0,4,6,1060,0,1981,0,98056,275500
3,2.5,1860,3150,2,0,0,3,8,1860,0,2001,0,98034,495000
5,2.25,1750,5000,1,0,0,3,8,960,790,1940,0,98105,758800
3,1.75,1480,8165,1,0,0,4,7,1480,0,1985,0,98042,280000
3,2.5,1900,7361,2,0,0,3,8,1900,0,1994,0,98055,380500
7,4.5,6210,8856,2.5,0,2,5,11,4760,1450,1910,0,98109,3.20E+06
3,1.75,1440,12888,1,0,2,3,7,1090,350,1958,0,98168,260000
4,2.5,1910,1502,3,0,0,3,8,1910,0,2014,0,98107,630000
3,2,2010,4000,1,0,0,5,7,1210,800,1915,0,98103,875000
3,1,960,4600,1.5,0,0,4,6,960,0,1927,0,98118,457500
2,1,1240,5500,1,0,0,3,7,1240,0,1954,0,98102,900000
2,2,870,6450,1,0,0,4,6,740,130,1954,0,98118,235000
3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,98070,410000
3,3,1850,9600,1,0,0,3,7,1230,620,1981,0,98028,355000
4,4,4270,6002,2,0,3,3,10,3180,1090,2004,0,98029,1.30E+06
3,1.75,2260,8512,1,0,0,3,7,1130,1130,1948,0,98125,467500
4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,0,98125,500000
4,3.5,2780,9550,2,0,4,5,10,2530,250,1978,0,98166,995000
3,1,1140,8144,1,0,0,3,7,1140,0,1956,0,98155,277000
4,2.25,2900,9680,2,0,0,3,7,1990,910,1947,0,98125,630000
5,2.75,2830,11795,1,0,0,4,7,1710,1120,1960,0,98008,628000
5,2.5,2560,46786,2,0,0,3,8,2560,0,1995,0,98019,655000
2,1,1240,9900,1,0,0,3,7,940,300,1950,0,98168,170000
4,2.5,2100,10750,1,0,2,4,8,2100,0,1967,0,98023,352500
4,2.75,3120,34040,2,0,0,3,9,3120,0,1997,0,98010,615000
3,1,970,6600,1,0,0,3,7,970,0,1965,0,98168,165000
4,2.5,2300,15188,2,0,0,4,7,2300,0,1966,0,98042,243500
2,1.5,950,676,2,0,0,3,7,850,100,2003,0,98144,304000
3,1.5,2110,5195,1,0,0,3,7,1210,900,1959,0,98118,369000
4,2.75,2990,4298,2,0,0,3,9,2990,0,2014,0,98052,779950
4,2.25,2940,48788,1,0,0,5,7,1520,1420,1961,0,98028,605000
4,2.5,1860,8709,2,0,0,3,8,1860,0,1994,0,98092,292500
2,1.75,1820,6050,1,0,0,3,7,910,910,1950,0,98115,500007
4,2.5,1950,4947,2,0,0,3,8,1950,0,2000,0,98056,449999
4,2.5,1890,7867,2,0,0,3,8,1890,0,1996,0,98038,355000
4,3,2710,7199,1,0,0,4,7,1710,1000,1967,0,98030,258000
4,2.25,2150,20181,1,0,0,3,7,1090,1060,1963,0,98028,380000
4,3,3720,57499,1,0,0,3,9,1880,1840,2003,0,98014,650000
